,Maywood,Cudahy,Huntington Park,West Hollywood,San Francisco,Bell Gardens,Lawndale,Hawaiian Gardens,Lynwood,Bell,Hawthorne,Hermosa Beach,Daly City,South Gate,Bellflower,Inglewood,Stanton,Santa Ana,El Monte,La Puente,Paramount,Baldwin Park,East Palo Alto,San Pablo,Norwalk,Alhambra,Berkeley,Redondo Beach,Lomita,Santa Monica,Albany,Rosemead,Artesia,Gardena,San Fernando,Compton,San Gabriel,Garden Grove,Long Beach,Downey,Westminster,Manhattan Beach,Temple City,La Palma,Lakewood,La Habra,Foster City,Emeryville,Los Angeles,National City,San Mateo,Monterey Park,Placentia,Greenfield,Buena Park,Watsonville,Culver City,Pico Rivera,South Pasadena,San Bruno,Montebello,Oxnard,Cypress,Torrance,Huntington Beach,South El Monte,Costa Mesa,Oakland,South San Francisco,Alameda,El Cajon,Suisun City,Tustin,Covina,Campbell,Anaheim,Montclair,Davis,Millbrae,West Covina,Parlier,Lemon Grove,Burlingame,Pomona,Salinas,Aliso Viejo,Santa Paula,Sunnyvale,San Leandro,El Cerrito,Santa Clara,Imperial Beach,Glendale,La Mesa,Piedmont,Capitola,La Mirada,Mountain View,Fountain Valley,Fullerton,Beverly Hills,Pasadena,Burbank,Rohnert Park,Soledad,Citrus Heights,Whittier,Ceres,Grover Beach,Cerritos,Belmont,Riverbank,Modesto,Orange,Guadalupe,San Jose,Mission Viejo,Pacific Grove,Laguna Woods,Cupertino,Arcadia,San Carlos,Dana Point,Holtville,Carpinteria,Vista,Signal Hill,Chula Vista,Milpitas,Ventura,Newman,Carson,Port Hueneme,Azusa,Orange Cove,Hollister,McFarland,Sacramento,Reedley,Stockton,Upland,Santa Cruz,Pleasant Hill,Farmersville,San Anselmo,Fontana,Atwater,Calexico,Lodi,Santa Barbara,Laguna Hills,Live Oak,Selma,Lindsay,Los Altos,Fillmore,Yuba City,Rialto,Fresno,Sanger,Santa Maria,Lake Forest,Napa,Huron,Laguna Niguel,Gonzales,Exeter,Kerman,Rancho Cucamonga,Belvedere,Clovis,Eastvale,Santa Rosa,Turlock,Oceanside,Kingsburg,Petaluma,American Canyon,San Diego,Arvin,Concord,San Ramon,Sebastopol,Galt,Sausalito,Larkspur,Redwood City,Corona,Escondido,Madera,
Hawthorne,18.471,16.474,12.254,13.921,389.017,16.218,1.434,21.377,10.416,17.032,0,6.027,395.58,11.373,16.199,3.142,28.061,35.343,29.938,30.965,13.617,30.972,362.852,389.716,17.521,26.089,381.242,6.861,9.137,14.449,384.279,27.603,20.135,4.895,30.141,9.727,26.407,30.266,17.153,15.638,27.204,5.433,30.251,22.995,18.655,24.789,382.105,379.287,15.127,126.018,384.102,24.534,33.802,110.31,25.029,332.768,9.749,21.96,22.38,392.73,23.667,65.122,23.828,7.218,32.54,27.013,35.086,377.754,393.439,374.722,126.385,393.5,38.153,35.27,347.86,29.756,46.015,402.95,390.017,31.394,211.813,125.733,388.13,43.57,310.48,48.061,71.782,356.77,368.573,385.398,351.847,133.289,23.388,123.352,378.358,347.821,21.393,358.62,31.059,29.934,15.911,24.782,25.524,428.407,284.1779,406.768,21.524,314.277,178.745,20.77,373.389,325.441,318.814,35.805,169.101,347.075,50.024,329.393,47.254,352.998,34.244,371.264,55.501,233.987,87.876,92.761,16.14,127.046,352.39,71.72,293.657,9.38,67.284,36.613,216.181,311.381,141.937,390.368,212.365,343.98,49.186,353.041,373.438,192.785,400.107,66.135,287.981,235.291,359.8531,99.023,46.609,349.797,209.539,177.206,360.784,62.551,430.605,66.053,224.352,218.062,162.136,47.82,407.799,199.149,51.368,293.288,196.502,240.373,57.899,404.267,229.053,58.22,434.606,305.1631,83.307,204.473,418.88,395.902,120.09,110.226,377.131,359.135,435.281,367.388,404.0421,398.772,368.4,51.175,103.084,246.356,
Hermosa Beach,22.898,20.901,19.089,17.946,393.042,20.645,4.608,23.936,17.251,21.459,6.162,0,399.605,18.208,16.84,9.086,28.403,35.685,34.626,36.26,15.271,36.267,366.877,393.741,21.976,30.516,385.267,1.613,7.169,18.474,388.304,32.03,19.846,6.479,34.166,12.287,30.833,30.608,17.495,19.839,27.546,1.893,34.678,22.679,17.675,31.259,386.13,383.312,21.962,126.36,388.127,28.961,33.486,114.335,24.713,336.793,13.774,27.255,29.215,396.755,28.094,69.147,23.952,4.774,32.882,31.562,35.428,381.779,397.464,378.747,126.727,397.525,38.495,40.565,351.885,29.44,51.31,406.975,394.042,36.689,215.838,126.075,392.155,48.865,314.505,48.403,75.807,360.795,372.598,389.423,355.872,133.631,30.223,123.694,382.383,351.846,25.809,362.645,31.401,29.618,19.936,31.617,32.359,432.432,288.203,410.793,26.819,318.302,182.77,20.454,377.414,329.466,322.839,36.147,173.126,351.1,50.366,333.418,47.596,357.023,37.92,375.289,55.843,232.239,91.901,93.103,16.482,127.388,356.4149,75.745,297.682,9.722,71.309,41.908,220.206,315.406,145.962,394.393,216.39,348.005,54.481,357.066,377.463,196.81,404.132,71.43,292.006,233.353,363.8781,103.048,46.951,353.822,213.564,181.231,364.809,66.576,434.63,71.348,228.377,222.087,166.161,48.162,411.824,203.174,51.71,297.313,200.527,244.398,63.194,408.292,233.078,59.492,438.631,309.188,83.649,208.498,422.905,399.927,120.432,114.251,381.156,363.16,439.306,371.413,408.067,402.797,372.425,50.859,103.426,250.381,
Daly City,395.974,398.452,394.3441,384.281,9.481,398.215,396.939,408.778,402.077,396.756,395.694,399.084,0,400.462,406.686,392.044,413.007,419.929,400.61,408.16,403.9081,404.5211,27.284,26.234,403.181,393.2751,20.652,399.972,403.5261,388.691,20.797,398.126,407.536,400.772,368.098,403.452,395.58,416.56,411.541,400.5891,419.013,398.493,396.779,409.132,408.692,415.447,17.705,17.199,388.141,514.037,16.882,394.946,418.013,292.753,409.006,82.962,387.942,403.209,391.194,6.486,397.69,360.039,409.827,401.607,424.349,401.158,428.535,19.003,6.27,22.379,514.4041,54.921,422.741,406.6921,46.434,413.973,419.211,80.633,9.543,405.485,211.812,513.7521,11.378,415.665,103.59,437.805,380.5381,36.19,28.159,21.916,40.985,521.308,383.663,511.371,19.539,70.955,407.752,33.222,422.868,414.145,386.781,389.417,379.044,52.123,129.019,107.589,402.694,102.721,243.914,408.1711,18.523,101.115,98.435,418.904,257.024,44.029,436.708,109.7,433.938,39.199,396.1571,20.025,446.133,608.5041,333.583,480.78,410.528,515.0651,42.315,349.857,107.053,403.768,361.948,403.3981,225.609,90.959,277.062,94.11,215.675,89.897,419.7541,67.995,34.422,240.814,22.843,433.0661,129.148,609.8081,91.292,322.475,433.293,68.798,208.1,251.249,34.905,371.3071,131.538,437.13,193.5,208.246,260.254,434.245,54.353,201.742,441.677,120.771,245.751,185.777,424.83,20.403,201.574,432.3101,58.321,112.202,471.326,212.733,42.595,44.46,508.109,304.188,38.116,43.194,58.996,99.286,12.982,19.598,21.731,433.2,499.3431,170.841,
South Gate,3.997,2.621,2.533,18.275,394.398,4.223,12.358,14.76,2.05,2.449,11.627,17.279,400.9611,0,9.582,12.464,21.639,27.254,18.896,22.833,7,22.87,368.233,395.097,10.904,14.786,386.623,17.546,17.393,23.667,389.66,16.3,13.518,10.455,34.368,5.218,15.104,28.057,15.193,4.853,24.995,16.688,18.948,16.378,12.039,18.172,387.486,384.6681,8.173,121.362,389.483,13.231,27.185,115.691,18.412,338.1491,18.967,9.844,14.684,398.111,12.364,74.34,17.651,15.451,30.331,15.832,32.877,383.135,398.82,380.103,121.729,398.881,30.066,27.647,353.241,21.298,38.392,408.3311,395.398,23.771,217.194,121.077,393.511,35.947,315.8611,45.852,77.163,362.151,373.954,390.7791,357.228,128.633,20.566,118.696,383.739,353.202,14.776,364.001,28.85,23.317,25.129,17.691,22.703,433.788,289.559,412.149,14.907,319.6581,187.963,14.153,378.77,330.822,324.195,26.229,178.319,352.456,44.033,334.774,41.263,358.379,22.19,376.6451,53.458,223.982,97.094,88.105,14.281,122.39,357.771,80.938,299.038,13.55,76.502,28.511,221.562,316.762,147.318,395.749,217.746,349.3611,41.563,358.4221,378.819,198.166,405.488,55.892,293.362,225.286,365.2341,108.241,40.618,355.178,214.92,182.587,366.165,67.932,435.986,58.43,229.733,223.443,171.354,41.57,413.1801,204.53,49.002,298.669,201.883,245.754,47.205,409.648,234.434,50.088,439.987,310.544,78.651,209.854,424.261,401.283,115.434,115.607,382.512,364.516,440.662,372.769,409.423,404.153,373.781,44.558,98.428,251.737,
Bellflower,14.362,12.365,11.52,27.322,400.838,7.396,16.166,5.287,8.476,12.923,16.876,16.834,407.4011,9.433,0,17.713,11.977,19.433,19.269,20.296,3.222,20.303,374.673,401.537,4.859,21.981,393.063,17.294,16.931,28.916,396.1,19.861,3.883,11.799,40.808,7.593,22.298,18.584,12.731,4.312,15.522,17.359,23.195,6.716,2.679,15.296,393.926,391.1081,19.576,113.541,395.923,20.426,17.523,122.131,8.75,344.5891,24.216,11.291,21.878,404.551,14.814,79.589,7.989,15.25,20.858,16.344,23.404,389.575,405.26,386.543,113.908,405.321,22.245,24.601,359.681,13.477,35.346,414.771,401.838,20.725,223.634,113.256,399.951,32.901,322.3011,36.379,83.603,368.591,380.394,397.2191,363.668,120.812,27.006,110.875,390.179,359.642,9.845,370.441,19.377,13.655,30.378,24.885,29.143,440.228,295.999,418.589,10.855,326.098,193.212,4.49,385.21,337.262,330.635,18.408,183.568,358.896,36.212,341.214,33.442,364.819,27.83,383.085,45.637,216.276,102.343,80.284,8.499,114.569,364.211,86.187,305.478,11.463,81.751,25.944,228.002,323.202,153.758,402.189,224.186,355.801,38.517,364.862,385.259,204.606,411.928,55.466,299.802,217.58,371.674,113.49,32.797,361.618,221.36,189.027,372.605,74.372,442.426,55.384,236.173,229.883,176.603,33.749,419.6201,210.97,41.181,305.109,208.323,252.194,47.23,416.088,240.874,43.529,446.427,316.984,70.83,216.294,430.701,407.723,107.613,122.047,388.952,370.956,447.1021,379.209,415.863,410.593,380.221,34.896,90.607,258.177,
Inglewood,12.098,18.124,8.572,10.337,385.719,17.868,4.463,23.027,12.066,10.304,3.029,8.985,392.282,8.616,17.849,0,32.35,39.632,25.947,30.442,15.267,32.622,359.554,386.418,19.171,21.837,377.944,9.873,13.427,11.151,380.981,23.351,21.785,10.673,26.843,11.377,22.634,34.555,21.442,17.288,31.493,8.394,25.999,24.645,20.305,26.439,378.807,375.989,12.562,130.307,380.804,20.283,35.452,107.012,26.679,329.47,6.451,23.61,19.815,389.432,19.972,61.824,25.918,11.508,36.829,23.441,39.375,374.456,390.141,371.424,130.674,390.202,40.174,36.92,344.562,31.406,47.665,399.652,386.719,33.044,208.515,130.022,384.832,45.22,307.182,52.35,68.484,353.472,365.275,382.1,348.549,137.578,20.823,127.641,375.06,344.523,23.043,355.322,35.348,31.584,12.613,22.217,22.959,425.109,280.88,403.47,23.174,310.979,175.447,22.42,370.091,322.143,315.516,40.094,165.803,343.777,54.313,326.095,51.543,349.7,31.679,367.966,59.79,235.637,84.578,97.05,20.429,131.335,349.0919,68.422,290.359,13.669,63.986,38.263,212.883,308.083,138.639,387.07,209.067,340.682,50.836,349.743,370.14,189.487,396.809,67.785,284.683,236.941,356.5551,95.725,50.898,346.499,206.241,173.908,357.486,59.253,427.307,67.703,221.054,214.764,158.838,52.109,404.501,195.851,55.657,289.99,193.204,237.075,59.549,400.969,225.755,57.697,431.308,301.8651,87.596,201.175,415.582,392.604,124.379,106.928,373.833,355.837,431.983,364.09,400.744,395.474,365.102,52.825,107.373,243.058,
Stanton,20.805,22.718,23.428,33.19,406.706,17.799,27.031,7.029,20.384,20.166,28.439,29.109,413.269,21.341,12.184,32.638,0,11.647,25.167,17.333,14.647,26.201,380.541,407.405,10.17,27.091,398.931,28.254,23.956,42.026,401.968,25.759,9.752,24.436,46.676,19.018,27.408,6.57,14.39,15.853,3.324,29.813,29.093,5.751,10.658,10.919,399.794,396.976,25.444,105.753,401.791,25.536,13.182,127.999,4.372,350.4571,37.326,17.189,26.988,410.419,19.415,85.817,4.342,26.66,10.899,22.242,12.825,395.443,411.128,392.411,106.12,411.189,14.457,33.4,365.549,6.722,34.419,420.639,407.706,26.623,229.502,105.468,405.819,29.364,328.169,25.8,89.471,374.459,386.262,403.087,369.536,113.024,32.874,103.087,396.047,365.51,7.971,376.309,8.798,9.313,36.044,29.995,35.011,446.096,301.867,424.4571,14.736,331.966,199.439,9.973,391.078,343.13,336.503,12.109,189.795,364.764,28.424,347.082,25.654,370.687,33.728,388.953,37.849,211.934,108.571,72.496,14.398,106.781,370.079,92.415,311.346,19.661,87.979,31.842,233.87,329.07,159.626,408.057,230.054,361.669,37.59,370.73,391.127,210.474,417.796,53.126,305.67,212.746,377.5421,119.718,25.009,367.486,227.228,194.895,378.473,80.24,448.294,55.599,242.041,235.751,182.83,25.961,425.488,216.838,29.107,310.977,214.191,258.062,43.232,421.956,246.742,39.188,452.295,322.8521,63.042,222.162,436.569,413.591,99.825,127.915,394.82,376.824,452.97,385.077,421.731,416.461,386.089,30.554,82.819,264.045,
Santa Ana,27.98,26.62,29.151,40.366,413.882,24.975,34.313,19.293,28.038,27.342,35.721,36.391,420.445,28.995,19.838,37.275,11.869,0,32.343,27.893,22.301,33.414,387.717,414.581,17.346,34.267,406.107,35.536,31.238,46.45,409.144,32.935,18.131,30.878,53.852,26.672,34.584,6.939,21.672,21.868,7.685,37.095,36.269,14.75,21.844,16.868,406.97,404.152,32.62,94.975,408.967,32.712,9.714,135.175,12.158,357.633,40.734,24.365,34.164,417.595,26.591,92.993,16.605,33.942,17.713,29.418,9.473,402.619,418.304,399.587,95.342,418.365,3.372,29.932,372.725,8.201,30.951,427.815,414.882,32.057,236.678,94.69,412.995,25.896,335.3451,18.743,96.647,381.635,393.438,410.263,376.712,102.246,40.05,92.309,403.223,372.686,15.509,383.485,7.44,11.642,43.22,47.268,42.187,453.272,309.043,431.633,21.912,339.142,206.615,17.627,398.254,350.306,343.679,3.985,196.971,371.94,17.646,354.258,14.876,377.863,41.406,396.129,27.071,204.565,115.747,61.718,21.68,96.003,377.2549,99.591,318.522,26.943,95.155,33.804,241.046,336.246,166.802,415.233,237.23,368.845,34.122,377.906,398.303,217.65,424.972,48.244,312.846,201.968,384.718,126.894,14.231,374.662,234.404,202.071,385.649,87.416,455.47,50.717,249.217,242.927,190.006,15.183,432.664,224.014,22.615,318.153,221.367,265.238,39.764,429.132,253.918,34.306,459.471,330.028,52.264,229.338,443.745,420.767,89.047,135.091,401.996,384,460.146,392.253,428.907,423.637,393.265,25.672,72.041,271.221,
El Monte,14.156,16.633,16.748,21.34,393.978,16.365,31.037,20.801,20.258,14.938,30.306,34.784,400.541,18.643,18.709,25.586,25.057,31.979,0,6.074,19.392,4.452,367.813,394.677,15.231,7.401,386.203,35.244,34.881,30.104,389.24,3.698,19.559,29.749,33.948,22.959,6.419,34.098,29.764,15.092,31.036,35.367,4.456,22.419,20.715,18.395,387.066,384.248,13.594,133.537,389.063,6.932,27.62,115.271,21.056,337.729,24.388,9.222,9.57,397.691,7.905,75.232,21.877,33.2,36.372,2.531,40.585,382.715,398.4,379.683,133.1,398.461,34.791,9.683,352.821,26.023,20.428,407.911,394.978,5.807,216.774,133.038,393.091,17.983,315.441,49.855,76.743,361.731,373.534,390.359,356.808,140.809,20.146,130.618,383.319,352.782,19.802,363.581,34.891,21.962,24.279,11.862,22.283,433.368,289.139,411.729,11.904,319.238,188.854,20.194,378.35,330.402,323.775,33.591,179.21,352.036,48.758,334.354,45.988,357.959,5.661,376.225,58.183,208.4,97.986,96.255,29.559,136.174,357.351,81.83,298.618,28.496,77.394,11.149,221.142,316.342,146.898,395.329,217.326,348.941,23.599,358.002,378.399,197.746,405.068,37.928,292.942,209.704,364.814,109.133,45.343,354.758,214.5,182.167,365.745,67.512,435.566,40.466,229.313,223.023,172.245,46.295,412.76,204.11,53.727,298.2491,201.463,245.334,29.241,409.228,234.014,33.657,439.567,310.1241,83.376,209.434,423.841,400.863,120.159,115.187,382.092,364.096,440.242,372.349,409.0031,403.733,373.361,34.547,100.69,251.317,
La Puente,17.933,20.411,20.525,28.035,401.551,16.372,32.174,21.938,23.043,18.715,31.443,35.921,408.114,22.421,19.846,32.28,17.353,24.028,6.073,0,20.529,6.246,375.386,402.25,16.368,13.897,393.776,36.381,36.018,34.11,396.813,11.075,20.696,30.886,41.521,24.096,12.915,25.819,30.901,16.229,28.569,36.504,10.953,14.551,21.852,9.547,394.639,391.821,20.289,118.132,396.636,13.428,16.378,122.844,13.353,345.3021,28.394,10.359,16.066,405.264,12.268,80.663,23.014,34.337,37.509,7.557,32.63,390.288,405.973,387.256,128.604,406.034,26.836,7.992,360.394,20.047,19.774,415.484,402.551,4.09,224.347,117.847,400.664,14.719,323.014,41.9,84.316,369.304,381.107,397.932,364.381,125.403,27.719,115.466,390.892,360.355,9.613,371.154,30.753,13.114,30.88,21.449,29.856,440.941,296.712,419.302,10.049,326.811,194.285,21.331,385.923,337.975,331.348,22.349,184.641,359.609,40.803,341.927,38.033,365.532,15.587,383.798,50.228,203.08,103.417,84.875,30.696,119.16,364.924,87.261,306.191,29.633,82.825,10.236,228.715,323.915,154.471,402.902,224.899,356.514,22.945,365.575,385.972,205.319,412.641,36.964,300.515,204.384,372.3871,114.564,37.388,362.331,222.073,189.74,373.318,75.085,443.139,39.812,236.886,230.596,177.676,38.34,420.333,211.683,45.772,305.8221,209.036,252.907,28.587,416.801,241.587,29.186,447.14,317.6971,75.421,217.007,431.414,408.436,112.204,122.76,389.665,371.669,447.815,379.922,416.576,411.306,380.934,30.051,96.194,258.89,
Paramount,11.008,9.011,8.945,24.722,398.238,8.755,14.591,7.744,5.076,9.569,14.301,15.259,404.8011,6.858,3.333,15.138,14.433,21.889,19.58,20.607,0,20.614,372.073,398.937,7.163,18.627,390.463,15.719,15.356,26.341,393.5,20.141,6.339,10.224,38.208,4.229,18.944,21.041,11.156,4.937,17.979,15.784,22.789,9.172,4.168,17.752,391.326,388.5081,16.976,115.997,393.323,17.072,19.979,119.531,11.206,341.9891,21.641,11.602,18.524,401.951,16.205,77.014,10.445,13.675,23.315,16.655,25.861,386.975,402.66,383.943,116.364,402.721,24.701,24.912,357.081,15.933,35.657,412.1711,399.238,21.036,221.034,115.712,397.351,33.212,319.701,38.836,81.003,365.991,377.794,394.619,361.068,123.268,24.406,113.331,387.579,357.042,12.302,367.841,21.834,16.111,27.803,21.531,26.543,437.628,293.399,415.989,11.166,323.498,190.637,6.947,382.61,334.662,328.035,20.864,180.993,356.296,38.668,338.614,35.898,362.2191,28.141,380.485,48.093,218.732,99.768,82.74,6.762,117.025,361.611,83.612,302.878,9.888,79.176,26.255,225.402,320.602,151.158,399.589,221.586,353.201,38.828,362.2621,382.659,202.006,409.328,55.777,297.202,220.036,369.0741,110.915,35.253,359.018,218.76,186.427,370.005,71.772,439.826,55.695,233.573,227.283,174.028,36.205,417.0201,208.37,43.637,302.509,205.723,249.594,47.541,413.488,238.274,45.985,443.827,314.3841,73.286,213.694,428.101,405.123,110.069,119.447,386.352,368.356,444.502,376.609,413.2631,407.993,377.621,37.352,93.063,255.577,
Baldwin Park,18.727,21.204,21.319,25.911,398.009,16.47,32.272,22.036,23.141,19.509,31.541,36.019,404.572,23.214,19.944,32.378,26.292,33.074,5.101,6.255,20.627,0,371.845,398.708,16.466,11.972,390.234,36.479,36.116,34.25,393.271,8.268,20.794,30.984,37.463,24.194,10.99,34.865,30.999,16.327,32.271,36.602,9.027,23.654,21.95,16.305,391.097,388.279,18.165,129.64,393.094,11.503,25.424,119.303,22.291,341.761,28.959,10.457,14.141,401.722,12.408,79.532,23.112,34.435,37.607,7.697,41.676,386.746,402.431,383.714,129.203,402.493,35.882,4.114,356.853,29.093,16.532,411.942,399.009,1.709,220.806,129.141,397.122,14.087,319.4731,50.946,80.775,365.763,377.565,394.39,360.84,136.912,21.625,126.721,387.35,356.814,21.037,367.613,36.126,26.899,28.85,15.355,26.854,437.399,293.171,415.761,13.139,323.2701,193.154,21.429,382.382,334.434,327.807,31.395,183.51,356.068,49.849,338.386,47.079,361.991,9.493,380.257,59.274,204.504,102.286,92.358,30.794,132.277,361.383,86.13,302.65,29.731,81.694,6.328,225.174,320.374,150.93,399.361,221.358,352.9731,19.703,362.034,382.43,201.778,409.099,34.032,296.974,205.808,368.8461,113.433,46.434,358.79,218.532,186.199,369.777,71.544,439.598,36.57,233.345,227.055,176.545,47.604,416.791,208.142,54.818,302.281,205.495,249.366,25.345,413.259,238.046,29.76,443.598,314.156,84.467,213.466,427.872,404.894,126.534,119.219,386.123,368.127,444.273,376.381,413.034,407.764,377.393,30.65,96.793,255.349,
East Palo Alto,363.689,366.167,362.059,351.996,31.29,365.93,364.654,376.493,369.792,364.471,363.409,366.799,26.636,368.177,374.401,359.759,380.722,387.644,368.325,375.875,371.623,372.2361,0,44.951,370.896,360.9901,36.442,367.687,371.2411,356.406,39.514,365.841,375.251,368.487,335.813,371.167,363.295,384.275,379.256,368.304,386.728,366.208,364.494,376.847,376.407,383.162,12.267,36.194,355.856,481.752,12.615,362.661,385.728,260.468,376.721,57.498,355.657,370.924,358.909,21.3,365.405,332.279,377.542,369.322,392.064,368.873,396.25,32.057,22.009,29.026,482.119,73.638,390.456,374.4071,21.035,381.688,386.926,99.35,18.587,373.2,185.152,481.467,16.7,383.38,75.83,405.52,348.2531,10.063,24.405,40.633,14.858,489.0231,351.378,479.086,35.183,45.491,375.467,7.095,390.583,381.86,354.496,357.132,346.759,83.642,101.259,126.306,370.409,93.018,216.154,375.886,10.986,91.412,88.732,386.619,229.264,17.902,404.423,89.956,401.653,13.801,363.8721,8.861,413.848,576.2191,305.8231,448.495,378.243,482.7801,16.188,322.097,97.35,371.483,334.188,371.1131,198.949,63.199,244.778,112.827,189.015,80.194,387.4691,42.531,52.076,214.153,49.925,400.7811,119.445,577.5231,96.067,294.715,401.008,43.334,181.439,224.588,7.154,339.0221,150.255,404.845,166.839,181.585,232.494,401.96,73.07,169.457,409.392,93.011,219.09,153.492,392.545,47.485,174.913,400.0251,89.841,102.499,439.041,186.072,74.115,63.177,475.824,271.903,55.77,37.774,90.516,103.602,40.064,46.68,5.997,400.915,467.0581,144.18,
San Pablo,390.275,392.753,388.645,378.582,19.571,392.516,391.24,403.079,396.378,391.057,389.995,393.385,26.134,394.763,400.987,386.345,407.308,414.23,394.911,402.461,398.209,398.8221,44.597,0,397.482,387.576,9.736,394.273,397.8271,382.992,6.669,392.427,401.837,395.073,362.399,397.753,389.881,410.861,405.842,394.89,413.314,392.794,391.08,403.433,402.993,409.748,38.877,11.5,382.442,508.338,38.054,389.247,412.314,287.054,403.307,98.509,382.243,397.51,385.495,29.356,391.991,389.641,404.128,395.908,418.65,395.459,422.836,13.304,26.938,17.306,508.705,30.753,417.042,400.9931,58.628,408.274,413.512,56.465,31.875,399.786,206.113,508.053,32.549,409.966,111.822,432.106,374.8391,55.499,23.627,5.923,55.644,515.6091,377.964,505.672,13.84,86.502,402.053,54.394,417.169,408.446,381.082,383.718,373.345,47.574,137.251,83.421,396.995,97.022,252.146,402.472,41.103,95.416,92.736,413.205,265.257,54.285,431.009,125.949,428.239,61.099,390.4581,41.196,440.434,602.8051,341.815,475.081,404.829,509.3661,48.471,390.5901,101.354,398.069,395.496,397.6991,219.91,99.191,271.363,69.942,209.976,70.814,414.0551,83.542,22.418,235.115,19.274,427.3671,123.449,604.1091,73.646,330.707,427.594,84.345,202.401,245.55,54.453,365.6081,107.37,431.431,187.801,202.547,268.486,428.546,30.185,196.043,435.978,129.003,240.052,180.078,419.131,23.435,195.875,426.6111,53.773,106.503,465.627,207.034,38.047,20.292,502.41,298.489,22.732,37.495,54.448,81.64,23.21,17.94,42.903,427.501,493.6441,165.142,
Norwalk,10.85,9.49,12.021,23.235,396.752,7.845,19.034,7.941,9.903,10.212,18.303,21.68,403.315,10.86,5.605,19.14,10.154,17.076,15.213,16.24,7.389,16.247,370.587,397.451,0,17.137,388.977,22.14,21.777,29.32,392.014,15.805,3.842,16.645,36.722,10.956,17.454,13.707,17.761,4.132,13.156,23.364,19.139,6.279,7.611,7.658,389.84,387.022,15.489,111.184,391.837,15.582,15.16,118.045,6.153,340.503,23.604,7.235,17.034,400.465,9.461,75.862,6.974,20.096,23.512,12.288,25.682,385.489,401.174,382.457,111.551,401.235,19.888,20.545,355.595,11.12,31.29,410.685,397.752,16.669,219.548,110.899,395.865,28.845,318.2151,34.952,79.517,364.505,376.308,393.133,359.582,118.455,22.92,108.518,386.093,355.556,4.262,366.3549,22.031,11.292,26.09,20.041,25.057,436.142,291.913,414.503,4.566,322.012,189.484,3.901,381.124,333.176,326.549,16.051,179.84,354.81,33.855,337.128,31.085,360.733,23.774,378.999,43.28,213.913,98.616,77.927,16.699,112.212,360.1249,82.46,301.392,16.493,78.024,21.888,223.916,319.116,149.672,398.103,220.1,351.715,34.461,360.776,381.173,200.52,407.842,51.41,295.716,215.217,367.588,109.763,30.44,357.532,217.274,184.941,368.519,70.286,438.34,51.328,232.087,225.797,172.875,31.392,415.534,206.884,38.824,301.023,204.237,248.108,43.174,412.002,236.788,41.166,442.341,312.898,68.473,212.208,426.615,403.637,105.256,117.961,384.866,366.87,443.016,375.123,411.777,406.507,376.135,32.533,88.25,254.091,
Alhambra,10.018,12.495,12.61,17.202,386.857,12.227,25.506,22.789,16.12,10.8,24.775,30.424,393.42,14.505,20.697,21.448,27.018,33.94,7.836,14.029,17.951,12.376,360.693,387.556,17.192,0,379.082,30.884,30.671,25.966,382.119,3.691,21.547,23.733,26.311,19.474,1.681,30.571,26.28,14.601,33.024,29.836,3.963,23.143,22.703,22.698,379.945,377.127,9.456,128.048,381.942,2.586,31.923,108.151,23.017,330.609,20.25,10.342,2.169,390.57,5.885,71.094,23.838,28.729,38.36,8.332,42.546,375.594,391.279,372.562,128.415,391.341,36.752,16.587,345.701,27.984,27.332,400.79,387.857,12.711,209.654,127.763,385.97,24.887,308.321,51.816,69.623,354.611,366.413,383.238,349.688,135.319,10.166,125.382,376.198,345.662,21.763,356.461,36.879,28.156,20.141,3.976,18.145,426.247,282.019,404.609,13.757,312.118,184.716,22.182,371.23,323.282,316.655,32.915,175.072,344.916,50.719,327.234,47.949,350.839,7.053,369.105,60.144,215.304,93.848,94.791,25.367,129.076,350.231,77.692,291.498,25.011,73.256,18.052,214.022,309.222,139.778,388.209,210.206,341.821,30.503,350.882,371.278,190.626,397.947,44.832,285.822,216.608,357.6941,104.995,47.304,347.638,207.38,175.047,358.625,60.392,428.446,47.37,222.193,215.903,168.107,48.256,405.639,196.99,55.688,291.129,194.343,238.214,36.145,402.107,226.894,40.561,432.446,303.0041,85.337,202.314,416.72,393.742,122.12,108.067,374.971,356.975,433.121,365.229,401.882,396.612,366.241,41.451,107.594,244.197,
